jid,formula,max_voltage,voltages
JVASP-20349,NaZn13,-2.892376394433594,[-4.0136244012542726, -4.286712856454468, -4.054955692453003, -4.0593301965423585, -3.8123354627319337, -3.651478262109375, -4.245397539300537, -3.860966653985596, -3.7148906900115968, -3.891926498574829, -3.7274989797302247, -3.9679422094055177, -2.892376394433594, -3.2346133901306153, -3.7508089257904054, -4.006291599435425, -4.0556187345214845, -4.053824396295166, -4.033469171685791, -4.903489561242676, -4.670566530389404, -4.866553754968262, -4.693328352136231, -3.9291658117004395, -4.817828388375855, -5.102744789285278]
JVASP-40423,K2ZnH4I4O14,-0.23176476494750986,[-0.23176476494750986]
JVASP-16755,Li2ZnGe,-3.0207400037475587,[-3.0207400037475587]
JVASP-55412,Ca3MnZnO6,-1.2485832883544923,[-3.5288405133911134, -1.2485832883544923]
JVASP-44534,Li3ZnPCO7,2.1054463671020507,[-0.009284467858886813, 2.1054463671020507]
JVASP-51609,Na2V2ZnO7,-1.172892065209961,[-2.6359152509399415, -1.172892065209961]
JVASP-54605,Ba2ZnAg2Se2O2,0.8632049845031737,[-0.19954201714477549, 0.8632049845031737]
JVASP-40245,RbZnH2Se2BrO6,-0.8089170171447755,[-1.1081332875915528, -0.8089170171447755]
JVASP-17384,CaZnGe,-2.8792220665641786,[-2.8792220665641786, -3.340097935361481]
JVASP-38424,LiZn3,-3.2116906358428956,[-4.03748461739502, -3.7120327665039063, -4.0450954152771, -3.811556787652588, -3.2116906358428956, -3.6308880759902955]
JVASP-40354,LiZn2Au,-3.4393446160980226,[-3.6701259328552247, -3.4393446160980226]
JVASP-54925,ZnI2,-4.791647882623291,[-4.964302034539795, -4.791647882623291]
JVASP-20860,Li10Zn4O9,3.3727512644104003,[-2.0751239968963624, -0.8396365358062745, 1.5134616182617187, 0.9118719385437011, 3.3727512644104003, 2.814055948095703, 2.9588468359283446, 3.025059490042114]
JVASP-20296,BaZn5,-3.002984018487549,[-3.888691396875, -3.740519018334961, -3.9086441709228517, -4.032106847924805, -3.3344063474365235, -3.002984018487549, -3.4793338491149903, -3.924307317895508, -3.6302370740600587, -4.206698866052246]
JVASP-54491,Rb2ZnCl4,1.085818438368225,[1.085818438368225, 0.834966330366516, 0.44162323935546866, 0.1640875623992919]
JVASP-54498,Na2ZnCl4,2.489109306173706,[1.2063291357330321, 1.0637111948303222, 2.489109306173706, 1.3460398004821776]
JVASP-110863,Sr2ZnGa,-3.061363310975647,[-3.061363310975647]
JVASP-110760,CaZnO3,1.2619900987915038,[1.2619900987915038]
JVASP-110403,Ca2ZnCd,-3.4115524007507325,[-3.4115524007507325]
JVASP-110609,Ca2Zn3Ag,-3.0354141904541017,[-3.63748929039917, -3.518822641534424, -3.0354141904541017]
JVASP-115816,CaZnO,-5.489371152085877,[-5.489371152085877]
JVASP-112436,LiV3Zn2O8,-1.111781568688965,[-2.0695557309814454, -1.111781568688965]
JVASP-114320,KZn,-4.623770446939087,[-4.623770446939087]
JVASP-114321,KZn,-4.786771507424927,[-4.786771507424927]
JVASP-114322,KZn,-4.422977895898438,[-4.422977895898438]
JVASP-116025,ZnMoF,-2.9089371873565675,[-2.9089371873565675]
JVASP-116026,ZnMoF3,0.46681669219055166,[0.46681669219055166]
JVASP-116081,TlZnF,-4.674253196878052,[-4.674253196878052]
JVASP-114385,Zn2SO2,2.3378709839157104,[1.3874702738098144, 2.3378709839157104]
JVASP-111627,CaZnSiO5,0.9328084276489257,[-0.44036528603515634, 0.9328084276489257]
JVASP-114417,ZnPS,-4.826715679330444,[-4.826715679330444]
JVASP-111792,Nb6ZnS8,-4.620674581689453,[-4.620674581689453]
JVASP-111833,Ba2Tm2Zn8O13,4.234160690145874,[4.234160690145874, 0.02029993994750967, 0.02943375571289053, 1.5776777551940917, 0.20828488333740225, -0.11705777184448252, -1.274055452508545, 0.3314299867919921]
JVASP-114548,BaZnCl,-4.716452093286133,[-4.716452093286133]
JVASP-114549,BaZnCl,-4.531027109784699,[-4.531027109784699]
JVASP-114550,BaZnCl2,-4.56319353119812,[-4.56319353119812]
JVASP-114590,BaZnTe,-4.563332410020447,[-4.563332410020447]
JVASP-114591,BaZnTe,-5.0931389047332765,[-5.0931389047332765]
JVASP-114592,BaZnTe,-4.848362894219971,[-4.848362894219971]
JVASP-112658,Nb12ZnSe16,-4.736189336938477,[-4.736189336938477]
JVASP-116546,Sr3ZnCoO6,-2.0620531751342774,[-2.2176642133422853, -2.0620531751342774]
JVASP-114816,ZnCoF3,3.734169392424011,[3.734169392424011]
JVASP-114937,VZnF3,3.0527982996276855,[3.0527982996276855]
JVASP-114943,ZrZnF3,-3.3408074094482423,[-3.3408074094482423]
JVASP-114944,ZrZnF,-3.9584226323791505,[-3.9584226323791505]
JVASP-115057,ZnGeS2,-2.5191935016342164,[-2.5191935016342164]
JVASP-116715,Ba3ZnIrRuO9,-1.172655077142334,[-2.3396300985046388, -1.172655077142334]
JVASP-116766,LiV3Zn2O8,-1.0818738652893067,[-1.8506936742492677, -2.195479364556885, -1.0818738652893067, -1.5379514409729005]
JVASP-113526,BeZn2,-2.689359874887085,[-3.428952903909302, -2.689359874887085]
JVASP-110753,Ca2ZnPb,-3.846430392427063,[-3.846430392427063]
JVASP-113657,KZn,-4.257416458291626,[-4.257416458291626]
JVASP-113669,LiZnP,-3.794988126916504,[-3.794988126916504]
JVASP-113761,LiZn2Ag,-3.6364991380401612,[-3.7463414384552003, -3.6364991380401612]
JVASP-115566,BaZnCl,-4.807936878366089,[-4.807936878366089]
JVASP-115567,BaZnCl,-4.833048076791382,[-4.833048076791382]
JVASP-115579,BaZnF,-4.671385617417908,[-4.671385617417908]
JVASP-115580,BaZnF,-5.014660628003693,[-5.014660628003693]
JVASP-115581,BaZnF2,-4.2356748296447755,[-4.2356748296447755]
JVASP-115583,BaZnF2,-4.989925356072998,[-4.989925356072998]
JVASP-115584,BaZnF,-4.872763486070252,[-4.872763486070252]
JVASP-118809,NaZn,-4.346898050469971,[-4.346898050469971]
JVASP-118810,NaZn,-4.321696252984619,[-4.321696252984619]
JVASP-118812,NaZn,-4.230720968408203,[-4.230720968408203]
JVASP-118813,NaZn2,-4.169117183847046,[-4.169117183847046, -4.222053976220703]
JVASP-118280,MnZnF3,-3.808333845300293,[-3.808333845300293]
JVASP-118283,MnZnF3,2.5968332575134276,[2.5968332575134276]
JVASP-116576,KZn2P2O8,3.4853267954162597,[3.4853267954162597, 0.6283359812072753, 2.363327531652832, 1.8805165575317382]
JVASP-118349,SrZnF2,-5.387510032815552,[-5.387510032815552]
JVASP-118350,SrZnF,-5.073575468225098,[-5.073575468225098]
JVASP-118352,TiZnF3,-0.3231858922668458,[-0.3231858922668458]
JVASP-119472,BaZn2Cu2As3,-2.574264617127991,[-3.483567924661255, -3.190137119454956, -3.34837898747406, -2.574264617127991]
JVASP-118507,ZnHSe,-2.778075070542908,[-2.778075070542908]
JVASP-118607,LiZnO,-2.540855736894226,[-2.540855736894226]
JVASP-119634,YbRbZnTe3,-1.267131419343567,[-1.267131419343567, -1.7646460248657228]
JVASP-118071,Zn2H3Cl,-1.6092514707275392,[-1.9541368200012208, -1.6092514707275392]
JVASP-111870,LiV3Zn2O8,-1.0058326436706544,[-2.0949048711486817, -2.1183271123596192, -1.0058326436706544, -1.372547121209717]
JVASP-120187,ZnSnF,-4.321201772851563,[-4.321201772851563]
JVASP-120190,SrZnF,-4.6840202523895265,[-4.6840202523895265]
JVASP-120191,SrZnF2,-4.03135439888916,[-4.03135439888916]
JVASP-120192,SrZnF,-4.816959769887543,[-4.816959769887543]
JVASP-117615,BaZnO,-5.886870176953888,[-5.886870176953888]
JVASP-117637,BeZnBr,-4.540248127145386,[-4.540248127145386]
JVASP-117676,BeZnCl,-4.096812219781494,[-4.096812219781494]
JVASP-118815,NaZn2,-4.272287578744507,[-4.272287578744507, -4.359749288720703]
JVASP-120606,Sr3Ta2ZnO9,-1.3533992482849122,[-1.3533992482849122]
JVASP-120349,NaZnSe,-1.4877881719299317,[-5.368889303369141, -1.4877881719299317]
JVASP-120351,NaZnSe2,-1.631858380002594,[-1.631858380002594]
JVASP-120352,NaZnSe,-3.35529455677948,[-3.35529455677948]
JVASP-120353,NaZnSe2,-1.473901779813385,[-1.473901779813385]
JVASP-120874,BaZnSe,-4.913154156369782,[-4.913154156369782]
JVASP-118067,ZnHCl,-2.8902258588500978,[-2.8902258588500978]
JVASP-121101,RbZnH2,-3.107989998025513,[-3.107989998025513]
JVASP-121102,RbZnH,-4.360859007997131,[-4.360859007997131]
JVASP-121103,RbZnH3,-1.0644943429656983,[-1.0644943429656983]
JVASP-122140,Ba2ErZn2CuO7,0.9956338690093993,[-0.2917811586090089, 0.9956338690093993]
JVASP-122164,Sr3LaZnRuO8,-1.0900921537109376,[-1.0900921537109376]
JVASP-121880,Ba6Mn2ZnCl6F12,-3.549164028329468,[-3.549164028329468]
JVASP-128536,ZnKr,-4.854371280831909,[-4.854371280831909]
JVASP-125906,K3Zn,-4.298268051309204,[-4.298268051309204]
JVASP-128941,BaZn,-3.368418188256836,[-3.368418188256836]
JVASP-124316,ZnCl3,15.007204561071777,[15.007204561071777]
JVASP-126717,BeZn,-2.322471470994568,[-2.322471470994568]
JVASP-126719,ZnBr,-4.1248795701690675,[-4.1248795701690675]
JVASP-126721,CaZn,-3.5883779241271974,[-3.5883779241271974]
JVASP-126737,ZnH,-2.809111924333191,[-2.809111924333191]
JVASP-126738,HeZn,-4.54707762734375,[-4.54707762734375]
JVASP-126745,KZn,-4.434850187463379,[-4.434850187463379]
JVASP-126746,ZnKr,-4.840072126550293,[-4.840072126550293]
JVASP-126754,NaZn,-4.190498323602295,[-4.190498323602295]
JVASP-126761,ZnP,-3.992695899171448,[-3.992695899171448]
JVASP-126771,RbZn,-4.528380365533447,[-4.528380365533447]
JVASP-126776,ZnS,-3.926455946130371,[-3.926455946130371]
JVASP-126783,SrZn,-3.6364948465057374,[-3.6364948465057374]
JVASP-125086,Ar3Zn,-5.097727985543823,[-5.097727985543823]
JVASP-126867,RbZn,-4.512008400125122,[-4.512008400125122]
JVASP-144352,Li3V8ZnO16,-1.9585895253845216,[-1.9585895253845216]
JVASP-141362,LiZnInF6,4.976517705755615,[4.976517705755615, 3.5384836481384276, 0.9645104692749022]
JVASP-142134,K6ZnSe4,-0.8377082063385011,[-1.5748233510681153, -0.8377082063385011]
JVASP-139781,LiZnBO3,0.9000678346923827,[0.9000678346923827, 0.018194703894042874]
JVASP-142746,Li2Zn2W2O9,0.016484289007568265,[-0.5077380849548341, 0.016484289007568265, -0.6246709539123536, -0.8747319890686036]
JVASP-139787,Ba4Ta2TiZnO12,-0.8509711934753419,[-0.8509711934753419]
JVASP-99929,SrCaZn2,-2.7674061967559815,[-3.3333501531311036, -3.3816079808898927, -3.940606327218628, -2.7674061967559815]
JVASP-137612,Ba2ZnGe2O7,2.583880929785156,[0.37678959830322256, 2.583880929785156]
JVASP-132889,K2ZnSi3O8,2.268210916357422,[2.268210916357422]
JVASP-143716,KZnP3O9,4.156634836035156,[4.156634836035156, 3.237135438757324]
JVASP-138665,RbZnCl,-4.583131046456909,[-4.583131046456909]
JVASP-138666,RbZnCl,-4.93646344677887,[-4.93646344677887]
JVASP-137081,NaZnO,-3.192942114038086,[-3.192942114038086]
JVASP-137082,NaZn2O3,2.1267315433792113,[0.4591964767745971, 2.1267315433792113]
JVASP-137083,NaZnO2,1.2585847662261962,[1.2585847662261962]
JVASP-141424,NaZn2CdF7,5.554626254873657,[5.554626254873657, 3.5540876673034667, 2.6583235548309325, 1.633967189627075]
JVASP-137085,Na2ZnO2,0.38713601096191397,[0.38713601096191397]
JVASP-129911,Ca3Zn,-3.0838243676849366,[-3.0838243676849366]
JVASP-141207,K6ZnS4,-0.036494226617431735,[-0.49979969994506845, -0.036494226617431735]
JVASP-134710,ZnFeF3,2.3534250543884276,[2.3534250543884276]
JVASP-125266,ZnBr3,0.7428698824218749,[0.7428698824218749]
JVASP-142230,Sr2ZnS3,-0.7743310643859864,[-0.9879798604675294, -0.7743310643859864, -0.8795132352539063, -1.2973408414550782]
JVASP-136587,NaZnF,-4.691335232419586,[-4.691335232419586]
JVASP-136590,NaZnF4,4.523157028990173,[4.523157028990173]
JVASP-124536,ZnI3,-2.177998275918579,[-2.177998275918579]
JVASP-134133,BeZnSe,-4.1591832353302,[-4.1591832353302]
JVASP-135548,NaZnS,-3.030469508332825,[-3.030469508332825]
JVASP-139035,ZnGeSe,-4.852459640664673,[-4.852459640664673]
JVASP-135550,NaZnS2,-1.0859600021072389,[-1.0859600021072389]
JVASP-135551,NaZnS2,-0.9225493385025025,[-0.9225493385025025]
JVASP-133583,SrZnCrP2O8,1.414780168371582,[-1.94079157845459, 1.414780168371582]
JVASP-142941,BaScZn3GaO7,2.820615320043945,[2.820615320043945, 2.7084260271362304, 1.0083256052307128, -0.9008822156616212, 0.23621132834472647, 1.0214748667053222]
JVASP-136630,RbZnF,-4.439282031221008,[-4.439282031221008]
JVASP-142005,Ba3SrZn2W2O12,-2.139061899346924,[-3.4292878820129395, -2.139061899346924]
JVASP-136631,RbZnF,-4.932428927583313,[-4.932428927583313]
JVASP-141271,Na2ZnGe2S6,-1.4647226049133302,[-1.616324396295166, -1.4647226049133302]
JVASP-138004,BaZnP,-4.574797125024414,[-4.574797125024414]
JVASP-138005,BaZnP,-3.3561612083145143,[-3.3561612083145143]
JVASP-141274,Ba2ZnS3,-0.48860022561035166,[-0.8069052411743165, -0.48860022561035166, -1.0631918622680665, -1.0742878629394532]
JVASP-135055,ZnPH,-2.4299512817092896,[-2.4299512817092896]
JVASP-141720,Rb2Zn5As4,-0.840045602483368,[-3.897114844483948, -3.7849362804122926, -2.970714421434021, -1.9188534928985597, -2.6668044044204713, -2.270348282022095, -2.7621736242004395, -1.699102134866333, -2.086617024106598, -0.840045602483368]
JVASP-133990,BaZnSe2,-1.9739529802032472,[-1.9739529802032472]
JVASP-143618,Sr3Zn3TeP2O14,3.815921811895752,[3.815921811895752, 1.4948134706787108, -0.03481814400634775]
JVASP-144319,Li2ZnGeS4,-2.099770040673828,[-2.125413389367676, -2.099770040673828]
JVASP-143132,Li3Zn2Sn4,-3.3663303567596436,[-3.3663303567596436, -3.414837808770752, -3.5850397659965516, -3.4903185679145814]
JVASP-133280,KZnB3O6,2.6822276399902343,[2.4857039736083983, 2.6822276399902343]
JVASP-142364,SrPrZnRuO6,-1.2752637578674317,[-1.791567773980713, -1.2752637578674317]
JVASP-135384,LiZnS,-1.9062412692733766,[-5.202538819474793, -1.9062412692733766]
JVASP-134816,ZnNiF3,3.745614557104492,[3.745614557104492]
JVASP-144572,BaZnTe2O7,1.71775653822937,[0.049942283468627835, 1.71775653822937]
JVASP-133291,Rb2ZnBr4,0.9222947643569945,[-0.42771157757720957, 0.9222947643569945, -0.10445323721847544, -0.2446701838203431]
JVASP-135659,ZnAsH,-2.4349699927993775,[-2.4349699927993775]
JVASP-136425,ZnSeCl2,-2.834501178426361,[-2.834501178426361]
JVASP-136426,ZnSeCl,-3.297399015588379,[-3.297399015588379]
JVASP-135662,ZnAsH,-3.376759023828125,[-3.376759023828125]
JVASP-121434,K2Zn3S4,1.295094995336914,[-2.671654434365845, 1.295094995336914, -1.3933820440002442, -0.5208282186218263, -0.6009368611999513, 0.19310286505737295]
JVASP-135674,ZnAsO,-1.73277577893219,[-1.73277577893219]
JVASP-132817,Ca7Zn2N6,-0.8782653524108888,[-2.2985336496063233, -0.8782653524108888]
JVASP-138622,NaZnCl3,0.568438558416748,[0.568438558416748]
JVASP-138623,NaZnCl,-5.357304306192017,[-5.357304306192017]
JVASP-134869,ZnSF2,1.191142825918579,[1.191142825918579]
JVASP-134879,ZnSbF,-3.6784580661483766,[-3.6784580661483766]
JVASP-132991,BaZn2Si2O7,4.631808786230469,[4.631808786230469, -0.41361662880859384, 1.407247094946289, 1.3407950685791015]
JVASP-137270,Sr3Nb2ZnO9,-0.5057501508422853,[-0.5057501508422853]
JVASP-155717,LiZn2Ga2,-2.9211994125076295,[-3.7652234746643067, -2.9211994125076295]
JVASP-156920,LiLaZn2,-2.3442367030807496,[-2.3442367030807496, -3.06045767800293]
JVASP-148235,SrCaZnSi2O7,4.4926882074645995,[4.4926882074645995, -1.223696680230713]
JVASP-146360,Rb2Zn5Sb4,-1.724814922971344,[-4.114866109056091, -4.038106055421448, -3.3655643178649903, -2.646595688027954, -3.4448223425575257, -2.5489493920036317, -2.851097436112976, -2.725379438562012, -2.504897625608063, -1.724814922971344]
JVASP-156932,YbBaZn2,-2.7608828260131837,[-2.7608828260131837, -3.926269979638672]
JVASP-155740,SrZn2In2,-3.724205942315674,[-4.067187996072388, -3.724205942315674]
JVASP-156942,LiThZn2,-2.011842043561554,[-2.4711333824821473, -2.011842043561554]
JVASP-156943,LiZrZn2,-1.6332376910873414,[-2.240921111268616, -1.6332376910873414]
JVASP-141945,K3Zn2Cl7,2.0515160845092772,[0.44179251654663076, 2.0515160845092772, 0.5557573126129149, 0.6677291677764892]
JVASP-145247,NaZnAsH4O6,1.6769507215789794,[-0.37121507660827646, 1.6769507215789794]
JVASP-147327,NaCaScZnSi4O12,2.3330817507080077,[2.3330817507080077]
JVASP-157321,Mg2ZnPb,-4.2055892659851075,[-4.2055892659851075]
JVASP-151364,Ba2UZnO6,-1.1289572431274415,[-1.1289572431274415]
JVASP-151611,Ba2ZnWO6,-2.0890288068481446,[-2.0890288068481446]
JVASP-147145,LiZnFe4O8,-1.692252130670166,[-1.692252130670166]
JVASP-155624,SrZn2Pt2,-1.7924184514709474,[-3.014145465058899, -1.7924184514709474]
JVASP-155282,KZn5,-3.5687081529327394,[-3.9099654866882325, -3.9517631246276856, -3.5687081529327394, -4.4111907197662354, -4.789409132165527]
JVASP-152786,Rb2ZnI4,-0.47951135174713144,[-1.719912500543213, -0.47951135174713144]
JVASP-145831,LiZnRhF6,1.1333170221618651,[0.4463639543823241, 1.1333170221618651]
JVASP-151623,Ba2ZnSb2,-1.9494238807388307,[-4.600145430726624, -1.9494238807388307]
JVASP-155635,SrLi2Zn2,-3.4545111371704103,[-3.4545111371704103, -3.4756457521148683]
JVASP-157025,LiSm2Zn,-2.260136814279175,[-2.260136814279175]
JVASP-155636,SrZn2Ni2,-2.0713495923706056,[-3.425634117288208, -2.0713495923706056]
JVASP-149273,LiZnBi,-2.8252367092796327,[-3.601742060346222, -2.8252367092796327]
JVASP-151635,Sr2ZnMoO6,-1.5091891004272462,[-1.5091891004272462]
JVASP-153478,NaZnSO4F,2.29197004302063,[2.29197004302063, 1.119661121206665]
JVASP-146041,Sr4ZnIr3O12,0.06793454154052725,[0.06793454154052725]
JVASP-149294,BaZnPb,-3.449921341104126,[-3.449921341104126, -3.450278015298462]
JVASP-144856,LiV3Zn2O8,-0.8157038404174806,[-2.168260545892334, -2.314798326654053, -0.8157038404174806, -1.4414181424804688]
JVASP-156253,KZnBi,-2.896886320275879,[-3.0976438237854005, -2.896886320275879]
JVASP-155659,KZn2As2,-1.9432280375190736,[-2.4408782436080934, -1.9432280375190736]
JVASP-151414,Sr2ZnWO6,-1.3671731664367677,[-1.3671731664367677]
JVASP-155662,SrZn2Pd2,-2.0661728097625733,[-3.462947280568695, -2.0661728097625733]
JVASP-156268,RbZnBi,-3.037981004876709,[-3.037981004876709, -3.049145908517456]
JVASP-156276,RbZnSb,-2.563235731286621,[-2.563235731286621, -2.8713612271972657]
JVASP-155684,SrZn2Rh2,-0.7608020021148683,[-3.1148711754508973, -0.7608020021148683]
JVASP-146986,Ba3Zn3TeP2O14,3.32446721060791,[3.32446721060791, 1.0135569856933593, 0.32675126059570303]
JVASP-157080,Yb2LiZn,-2.525534124536133,[-2.525534124536133]
JVASP-157254,LiPr2Zn,-2.5077660991378785,[-2.5077660991378785]
JVASP-155693,NaAl2Zn2,-3.6173242046066285,[-3.6173242046066285, -3.8709106160827638]
JVASP-156872,NaPmZn2,-3.0655810548492433,[-3.068608493966675, -3.0655810548492433]
JVASP-155696,CaZn2Pt2,-1.3327059461303712,[-3.1376387788482667, -1.3327059461303712]
JVASP-156876,SrLaZn2,-2.2958879186340333,[-2.2958879186340333, -3.3719525052734376]
JVASP-155701,SrZn2Cu2,-2.9401044561096192,[-3.3354599191375733, -2.9401044561096192]
JVASP-156883,LiDyZn2,-2.754551263017273,[-2.754551263017273, -2.9640458537765504]
JVASP-156887,BaCaZn2,-3.1407789899536134,[-3.1407789899536134, -3.6092447950073243]
JVASP-155710,NaZn2Si2,-1.2996827079483033,[-3.9830579473205567, -1.2996827079483033]
JVASP-149459,Ba3ZnN2O,-1.8370465947814942,[-1.8370465947814942]
JVASP-155187,K2ZnCl4,0.5889753387741088,[0.5889753387741088]
JVASP-146468,KZnH5S2O10,0.9406066225341796,[0.9406066225341796]
JVASP-156906,LiHoZn2,-2.6445514871307374,[-2.6445514871307374, -3.080307812852478]
JVASP-151491,Ba2ZnBi2,-2.78844520585022,[-4.3587264730163575, -2.78844520585022]
JVASP-133489,Ca2AlZn16,-2.551460476083374,[-3.9329528524108888, -4.190765590829468, -4.008344383401489, -3.993343086404419, -3.729850025338745, -4.024337740106201, -3.768315286798096, -3.4833435727783204, -3.261557073754883, -2.551460476083374, -3.3683612062164308, -3.76346585289917, -3.9747376157470704, -3.8119053556152345, -4.15975377098999, -3.947448940438843]
JVASP-147030,CaZnPd,-2.62335297600708,[-3.7384020401664735, -3.200370938939667, -2.9648424102493287, -2.62335297600708]
JVASP-150602,Ba2ZnWO6,-2.639534444970703,[-2.639534444970703]
JVASP-150609,Sr2ZnMoO6,-1.4763760282226563,[-1.4763760282226563]
JVASP-146488,CaMgZn,-2.3962087346740724,[-3.428882808847046, -3.4452883912750245, -3.0818566991516114, -2.3962087346740724]
JVASP-150882,Ba2UZnO6,-1.1405672742553712,[-1.1405672742553712]
JVASP-133611,Sr9Zn4Cu2O14,1.5050359056762694,[0.6656546877197265, 1.1599746034912108, 1.5050359056762694, 0.27270772917785635]
JVASP-152896,Rb2ZnCl4,1.5409215973190307,[-0.30809864537200937, 1.5409215973190307]
JVASP-151311,SrZn2Sn2,-3.053560407323456,[-4.113137693566895, -3.8906500055023194, -3.6491521908470155, -3.053560407323456]
JVASP-152715,Sr2Zn2As3,-1.2057332708068849,[-3.6606180383392335, -2.992960424584961, -1.2057332708068849, -1.4948024465270997]
JVASP-148166,Ba2ZnTe3,-1.9785307361312867,[-2.8475328399368287, -1.9785307361312867, -2.2391899539657594, -2.219772429627991]
JVASP-147272,Na2ZnSn2S6,-1.1737328483291627,[-1.5375646068283082, -1.1737328483291627]
JVASP-153378,Li2ZnGe,-2.8028673841186524,[-2.878573150796509, -2.8846062137313844, -2.8028673841186524, -2.951742024583435]
JVASP-147290,ZnC2N8O4,-3.4160380078979493,[-4.092668981713867, -3.4160380078979493]
JVASP-146806,Na2ZnGe2Se6,-3.0727693750091554,[-3.0727693750091554, -3.11838790909729]
JVASP-157386,Mg2ZnSn,-4.352169485253906,[-4.352169485253906]
JVASP-157362,NaMg2Zn,-3.043525190515137,[-3.043525190515137]
JVASP-156311,MgZn2As2,-1.6929924203582765,[-3.3018542243667603, -1.6929924203582765]
JVASP-155567,Sr2ZnTe2F2,-2.7481546117492677,[-2.7481546117492677]
JVASP-157380,Mg2TlZn,-4.145858497781372,[-4.145858497781372]
JVASP-155744,TlZn2Sn2,-3.0764901353546144,[-4.350588293237305, -3.0764901353546144]
JVASP-155746,CaZn2In2,-3.669396133584595,[-4.117201299829102, -3.669396133584595]
JVASP-155561,Ca2ZnTe2F2,-3.344597788018799,[-3.344597788018799]
JVASP-156052,SrZn2Si2,-2.026020736856079,[-4.097130150956726, -2.026020736856079]
